Date,Close Price,Open Price,High Price,Low Price,Total Traded Quantity
"Feb 06, 2018",163.03,154.83,163.72,154.0,68.24M
"Feb 05, 2018",156.49,159.1,163.88,156.0,72.74M
"Feb 02, 2018",160.5,166.0,166.8,160.1,86.59M
"Feb 01, 2018",167.78,167.16,168.62,166.76,47.23M
"Jan 31, 2018",167.43,166.87,168.44,166.5,32.48M
"Jan 30, 2018",166.97,165.53,167.37,164.7,46.05M
"Jan 29, 2018",167.96,170.16,170.16,167.07,50.64M
"Jan 26, 2018",171.51,172.0,172.0,170.06,39.14M
"Jan 25, 2018",171.11,174.5,174.95,170.53,41.53M
"Jan 24, 2018",174.22,177.25,177.3,173.2,51.11M
"Jan 23, 2018",177.04,177.3,179.44,176.82,32.69M
"Jan 22, 2018",177.0,177.3,177.78,176.6,27.11M
"Jan 19, 2018",178.46,178.61,179.58,177.41,32.43M
"Jan 18, 2018",179.26,179.37,180.1,178.25,31.19M
"Jan 17, 2018",179.1,176.15,179.25,175.07,34.39M
"Jan 16, 2018",176.19,177.9,179.39,176.14,29.57M
"Jan 12, 2018",177.09,176.18,177.36,175.65,25.42M
"Jan 11, 2018",175.28,174.59,175.49,174.49,18.67M
"Jan 10, 2018",174.29,173.16,174.3,173.0,23.96M
"Jan 09, 2018",174.33,174.55,175.06,173.41,21.58M
"Jan 08, 2018",174.35,174.35,175.61,173.93,20.57M
"Jan 05, 2018",175.0,173.44,175.37,173.05,23.66M
"Jan 04, 2018",173.03,172.54,173.47,172.08,22.43M
"Jan 03, 2018",172.23,172.53,174.55,171.96,29.52M
"Jan 02, 2018",172.26,170.16,172.3,169.26,25.56M
"Dec 29, 2017",169.23,170.52,170.59,169.22,26.00M
"Dec 28, 2017",171.08,171.0,171.85,170.48,16.48M
"Dec 27, 2017",170.6,170.1,170.78,169.71,21.50M
"Dec 26, 2017",170.57,170.8,171.47,169.68,33.19M
"Dec 22, 2017",175.01,174.68,175.42,174.5,16.35M
"Dec 21, 2017",175.01,174.17,176.02,174.1,20.95M
"Dec 20, 2017",174.35,174.87,175.42,173.25,23.48M
"Dec 19, 2017",174.54,175.03,175.39,174.09,27.44M
"Dec 18, 2017",176.42,174.88,177.2,174.86,29.42M
"Dec 15, 2017",173.97,173.63,174.17,172.46,40.17M
"Dec 14, 2017",172.22,172.4,173.13,171.65,20.48M
"Dec 13, 2017",172.27,172.5,173.54,172.0,23.82M
"Dec 12, 2017",171.7,172.15,172.39,171.46,19.41M
"Dec 11, 2017",172.67,169.2,172.89,168.79,35.27M
"Dec 08, 2017",169.37,170.49,171.0,168.82,23.36M
"Dec 07, 2017",169.32,169.03,170.44,168.91,25.67M
"Dec 06, 2017",169.01,167.5,170.2,166.46,28.56M
"Dec 05, 2017",169.64,169.06,171.52,168.4,27.35M
"Dec 04, 2017",169.8,172.48,172.62,169.63,32.54M
"Dec 01, 2017",171.05,169.95,171.67,168.5,39.76M
"Nov 30, 2017",171.85,170.43,172.14,168.44,41.53M
"Nov 29, 2017",169.48,172.63,172.92,167.16,41.67M
"Nov 28, 2017",173.07,174.3,174.87,171.86,26.43M
"Nov 27, 2017",174.09,175.05,175.08,173.34,20.72M
"Nov 24, 2017",174.97,175.1,175.5,174.65,14.03M
"Nov 22, 2017",174.96,173.36,175.0,173.05,25.59M
"Nov 21, 2017",173.14,170.78,173.7,170.78,25.13M
"Nov 20, 2017",169.98,170.29,170.56,169.56,16.26M
"Nov 17, 2017",170.15,171.04,171.39,169.64,21.90M
"Nov 16, 2017",171.1,171.18,171.87,170.3,23.64M
"Nov 15, 2017",169.08,169.97,170.32,168.38,29.16M
"Nov 14, 2017",171.34,173.04,173.48,171.18,24.78M
"Nov 13, 2017",173.97,173.5,174.5,173.4,16.98M
"Nov 10, 2017",174.67,175.11,175.38,174.27,25.15M
"Nov 09, 2017",175.88,175.11,176.09,173.14,29.48M
"Nov 08, 2017",176.24,174.66,176.24,174.33,24.41M
"Nov 07, 2017",174.81,173.91,175.25,173.6,24.36M
"Nov 06, 2017",174.25,172.37,174.99,171.72,35.03M
"Nov 03, 2017",172.5,174.0,174.26,171.12,59.40M
"Nov 02, 2017",168.11,167.64,168.5,165.28,41.39M
"Nov 01, 2017",166.89,169.87,169.94,165.61,33.64M
"Oct 31, 2017",169.04,167.9,169.65,166.94,36.05M
"Oct 30, 2017",166.72,163.89,168.07,163.72,44.70M
"Oct 27, 2017",163.05,159.29,163.6,158.7,44.45M
"Oct 26, 2017",157.41,157.23,157.83,156.78,17.00M
"Oct 25, 2017",156.41,156.91,157.55,155.27,21.21M
